Actions
Time taken for swiping left: 0.01922546
Time taken for swiping right: 0.03193956
Time taken for moving swipe: 0
Time taken for moving swipe: 0
Time taken for swiping left: 0.03234129
Time taken for swiping right: 0.02327796
Time taken for swiping right: 0.04282564
Time taken for swiping left: 0.03447905
